y_true,y_pred_lgbm,y_pred_baseline
12766.0,0.0,
12159.0,0.0,
11972.0,0.0,
11867.0,0.0,
12021.0,0.0,
12688.0,0.0,
14072.0,0.0,
15169.0,0.0,
15411.0,0.0,
15584.0,0.0,
15750.0,0.0,
15810.0,0.0,
15804.0,0.0,
15718.0,0.0,
15617.0,0.0,
15424.0,0.0,
15337.0,0.0,
15455.0,0.0,
15590.0,0.0,
15848.0,0.0,
15555.0,0.0,
15162.0,0.0,
14538.0,0.0,
13574.0,0.0,
12779.0,0.0,
12271.0,0.0,
12016.0,0.0,
11890.0,0.0,
11895.0,0.0,
12127.0,0.0,
12628.0,0.0,
13377.0,0.0,
14062.0,0.0,
14577.0,0.0,
14755.0,0.0,
14701.0,0.0,
14400.0,0.0,
14155.0,0.0,
14007.0,0.0,
13822.0,0.0,
13739.0,0.0,
13845.0,0.0,
14123.0,0.0,
14793.0,0.0,
14699.0,0.0,
14375.0,0.0,
13855.0,0.0,
13109.0,0.0,
12400.0,0.0,
12098.0,0.0,
11976.0,0.0,
11896.0,0.0,
11938.0,0.0,
12152.0,0.0,
12505.0,0.0,
13089.0,0.0,
13682.0,0.0,
13947.0,0.0,
13747.0,0.0,
13492.0,0.0,
13395.0,0.0,
13124.0,0.0,
12893.0,0.0,
12695.0,0.0,
12691.0,0.0,
12814.0,0.0,
13336.0,0.0,
14425.0,0.0,
14688.0,0.0,
14372.0,0.0,
13900.0,0.0,
13241.0,0.0,
12830.0,0.0,
12584.0,0.0,
12576.0,0.0,
12655.0,0.0,
12942.0,0.0,
13815.0,0.0,
15509.0,0.0,
16596.0,0.0,
16756.0,0.0,
16831.0,0.0,
16794.0,0.0,
16729.0,0.0,
16654.0,0.0,
16589.0,0.0,
16408.0,0.0,
16246.0,0.0,
16279.0,0.0,
16469.0,0.0,
16745.0,0.0,
17003.0,0.0,
16698.0,0.0,
16115.0,0.0,
15152.0,0.0,
14044.0,0.0,
13133.0,0.0,
12687.0,0.0,
12414.0,0.0,
12456.0,0.0,
12469.0,0.0,
13163.0,0.0,
14579.0,0.0,
15658.0,0.0,
15765.0,0.0,
15761.0,0.0,
15897.0,0.0,
15883.0,0.0,
15817.0,0.0,
15855.0,0.0,
15593.0,0.0,
15353.0,0.0,
15425.0,0.0,
15354.0,0.0,
15596.0,0.0,
16161.0,0.0,
16005.0,0.0,
15622.0,0.0,
14685.0,0.0,
13664.0,0.0,
12799.0,0.0,
12321.0,0.0,
12096.0,0.0,
11896.0,0.0,
12017.0,0.0,
12693.0,0.0,
14110.0,0.0,
15276.0,0.0,
15406.0,0.0,
15466.0,0.0,
15482.0,0.0,
15509.0,0.0,
15497.0,0.0,
15475.0,0.0,
15502.0,0.0,
15264.0,0.0,
15265.0,0.0,
15247.0,0.0,
15562.0,0.0,
16076.0,0.0,
15916.0,0.0,
15416.0,0.0,
14511.0,0.0,
13365.0,0.0,
12598.0,0.0,
12148.0,0.0,
11764.0,0.0,
11700.0,0.0,
11823.0,0.0,
12598.0,0.0,
14139.0,0.0,
15348.0,0.0,
15356.0,0.0,
15393.0,0.0,
15485.0,0.0,
15523.0,0.0,
15403.0,0.0,
15388.0,0.0,
15128.0,0.0,
15006.0,0.0,
14943.0,0.0,
14988.0,0.0,
15340.0,0.0,
15921.0,0.0,
15886.0,0.0,
15386.0,0.0,
14437.0,0.0,
13446.0,0.0,
12627.0,0.0,12766.0
12233.0,0.0,12159.0
11969.0,0.0,11972.0
11913.0,0.0,11867.0
12151.0,0.0,12021.0
12848.0,0.0,12688.0
14310.0,0.0,14072.0
15556.0,0.0,15169.0
15588.0,0.0,15411.0
15655.0,0.0,15584.0
15639.0,0.0,15750.0
15517.0,0.0,15810.0
15404.0,0.0,15804.0
15269.0,0.0,15718.0
15177.0,0.0,15617.0
14828.0,0.0,15424.0
14695.0,0.0,15337.0
14610.0,0.0,15455.0
14790.0,0.0,15590.0
15311.0,0.0,15848.0
15066.0,0.0,15555.0
14755.0,0.0,15162.0
14110.0,0.0,14538.0
13264.0,0.0,13574.0
12363.0,0.0,12779.0
11960.0,0.0,12271.0
11601.0,0.0,12016.0
11565.0,0.0,11890.0
11600.0,0.0,11895.0
11849.0,0.0,12127.0
12425.0,0.0,12628.0
13119.0,0.0,13377.0
13648.0,0.0,14062.0
14158.0,0.0,14577.0
14369.0,0.0,14755.0
14233.0,0.0,14701.0
14022.0,0.0,14400.0
13939.0,0.0,14155.0
13665.0,0.0,14007.0
13529.0,0.0,13822.0
13585.0,0.0,13739.0
13693.0,0.0,13845.0
13962.0,0.0,14123.0
14344.0,0.0,14793.0
14186.0,0.0,14699.0
13814.0,0.0,14375.0
13226.0,0.0,13855.0
12387.0,0.0,13109.0
11740.0,0.0,12400.0
11209.0,0.0,12098.0
10882.0,0.0,11976.0
10812.0,0.0,11896.0
