y_true,y_pred_lgbm,y_pred_baseline
15689.0,0.0,15032.0
15743.0,0.0,15232.0
16257.0,0.0,15610.0
16627.0,0.0,16072.0
16237.0,0.0,15899.0
15954.0,0.0,15774.0
15173.0,0.0,15439.0
14194.0,0.0,14194.0
13183.0,0.0,13165.0
12529.0,0.0,12494.0
12096.0,0.0,11988.0
11918.0,0.0,11802.0
11887.0,0.0,11803.0
12142.0,0.0,11951.0
12907.0,0.0,12788.0
14509.0,0.0,14132.0
15250.0,0.0,14760.0
15341.0,0.0,15083.0
15672.0,0.0,15266.0
15818.0,0.0,15600.0
15723.0,0.0,15737.0
15698.0,0.0,15904.0
15628.0,0.0,15856.0
15385.0,0.0,15820.0
15254.0,0.0,15689.0
15407.0,0.0,15743.0
16019.0,0.0,16257.0
16574.0,0.0,16627.0
16402.0,0.0,16237.0
16099.0,0.0,15954.0
15616.0,0.0,15173.0
14532.0,0.0,14194.0
13253.0,0.0,13183.0
12892.0,0.0,12529.0
12382.0,0.0,12096.0
12367.0,0.0,11918.0
12357.0,0.0,11887.0
12521.0,0.0,12142.0
13426.0,0.0,12907.0
15050.0,0.0,14509.0
15857.0,0.0,15250.0
15857.0,0.0,15341.0
16055.0,0.0,15672.0
16113.0,0.0,15818.0
16065.0,0.0,15723.0
16000.0,0.0,15698.0
15881.0,0.0,15628.0
15703.0,0.0,15385.0
15664.0,0.0,15254.0
15835.0,0.0,15407.0
16471.0,0.0,16019.0
16796.0,0.0,16574.0
16693.0,0.0,16402.0
16369.0,0.0,16099.0
15890.0,0.0,15616.0
14952.0,0.0,14532.0
14038.0,0.0,13253.0
13305.0,0.0,12892.0
12993.0,0.0,12382.0
12756.0,0.0,12367.0
12824.0,0.0,12357.0
13119.0,0.0,12521.0
14071.0,0.0,13426.0
15761.0,0.0,15050.0
16274.0,0.0,15857.0
15996.0,0.0,15857.0
15962.0,0.0,16055.0
15768.0,0.0,16113.0
15606.0,0.0,16065.0
15519.0,0.0,16000.0
15316.0,0.0,15881.0
14723.0,0.0,15703.0
15201.0,0.0,15664.0
14895.0,0.0,15835.0
15547.0,0.0,16471.0
16177.0,0.0,16796.0
16039.0,0.0,16693.0
15890.0,0.0,16369.0
15669.0,0.0,15890.0
14964.0,0.0,14952.0
14141.0,0.0,14038.0
13503.0,0.0,13305.0
13159.0,0.0,12993.0
12988.0,0.0,12756.0
12987.0,0.0,12824.0
13076.0,0.0,13119.0
13487.0,0.0,14071.0
14160.0,0.0,15761.0
14635.0,0.0,16274.0
15098.0,0.0,15996.0
15074.0,0.0,15962.0
14809.0,0.0,15768.0
14447.0,0.0,15606.0
14083.0,0.0,15519.0
13759.0,0.0,15316.0
13380.0,0.0,14723.0
13214.0,0.0,15201.0
13254.0,0.0,14895.0
14047.0,0.0,15547.0
14579.0,0.0,16177.0
14053.0,0.0,16039.0
14299.0,0.0,15890.0
13974.0,0.0,15669.0
13420.0,0.0,14964.0
12804.0,0.0,14141.0
12252.0,0.0,13503.0
11879.0,0.0,13159.0
11706.0,0.0,12988.0
11707.0,0.0,12987.0
11789.0,0.0,13076.0
12007.0,0.0,13487.0
12452.0,0.0,14160.0
12903.0,0.0,14635.0
13398.0,0.0,15098.0
13408.0,0.0,15074.0
13155.0,0.0,14809.0
13042.0,0.0,14447.0
13009.0,0.0,14083.0
12867.0,0.0,13759.0
12629.0,0.0,13380.0
12620.0,0.0,13214.0
12849.0,0.0,13254.0
13733.0,0.0,14047.0
14397.0,0.0,14579.0
14525.0,0.0,14053.0
14294.0,0.0,14299.0
13901.0,0.0,13974.0
13320.0,0.0,13420.0
12703.0,0.0,12804.0
12306.0,0.0,12252.0
12052.0,0.0,11879.0
12110.0,0.0,11706.0
12202.0,0.0,11707.0
12557.0,0.0,11789.0
13638.0,0.0,12007.0
15465.0,0.0,12452.0
16248.0,0.0,12903.0
16261.0,0.0,13398.0
16199.0,0.0,13408.0
16248.0,0.0,13155.0
16035.0,0.0,13042.0
15818.0,0.0,13009.0
15715.0,0.0,12867.0
15516.0,0.0,12629.0
15287.0,0.0,12620.0
15491.0,0.0,12849.0
16490.0,0.0,13733.0
17380.0,0.0,14397.0
17450.0,0.0,14525.0
17306.0,0.0,14294.0
16945.0,0.0,13901.0
16027.0,0.0,13320.0
15170.0,0.0,12703.0
14629.0,0.0,12306.0
14279.0,0.0,12052.0
14354.0,0.0,12110.0
14340.0,0.0,12202.0
14729.0,0.0,12557.0
15675.0,0.0,13638.0
17263.0,0.0,15465.0
18034.0,0.0,16248.0
17752.0,0.0,16261.0
17332.0,0.0,16199.0
17044.0,0.0,16248.0
16573.0,0.0,16035.0
16365.0,0.0,15818.0
16104.0,0.0,15715.0
15926.0,0.0,15516.0
15639.0,0.0,15287.0
15843.0,0.0,15491.0
16869.0,0.0,16490.0
17629.0,0.0,17380.0
17718.0,0.0,17450.0
17598.0,0.0,17306.0
17190.0,0.0,16945.0
16360.0,0.0,16027.0
15367.0,0.0,15170.0
14753.0,0.0,14629.0
14485.0,0.0,14279.0
14400.0,0.0,14354.0
14454.0,0.0,14340.0
14692.0,0.0,14729.0
15690.0,0.0,15675.0
17290.0,0.0,17263.0
17897.0,0.0,18034.0
17583.0,0.0,17752.0
17252.0,0.0,17332.0
16923.0,0.0,17044.0
16475.0,0.0,16573.0
16221.0,0.0,16365.0
16028.0,0.0,16104.0
15643.0,0.0,15926.0
15517.0,0.0,15639.0
15711.0,0.0,15843.0
16597.0,0.0,16869.0
17045.0,0.0,17629.0
16887.0,0.0,17718.0
16709.0,0.0,17598.0
16153.0,0.0,17190.0
15267.0,0.0,16360.0
14373.0,0.0,15367.0
13727.0,0.0,14753.0
13447.0,0.0,14485.0
13341.0,0.0,14400.0
13330.0,0.0,14454.0
13597.0,0.0,14692.0
14394.0,0.0,15690.0
15955.0,0.0,17290.0
16668.0,0.0,17897.0
16621.0,0.0,17583.0
16606.0,0.0,17252.0
16377.0,0.0,16923.0
16365.0,0.0,16475.0
16224.0,0.0,16221.0
16167.0,0.0,16028.0
16113.0,0.0,15643.0
16134.0,0.0,15517.0
16310.0,0.0,15711.0
17013.0,0.0,16597.0
17321.0,0.0,17045.0
17159.0,0.0,16887.0
16847.0,0.0,16709.0
16369.0,0.0,16153.0
15488.0,0.0,15267.0
14636.0,0.0,14373.0
13823.0,0.0,13727.0
13493.0,0.0,13447.0
13245.0,0.0,13341.0
13201.0,0.0,13330.0
13382.0,0.0,13597.0
14232.0,0.0,14394.0
15727.0,0.0,15955.0
16515.0,0.0,16668.0
16697.0,0.0,16621.0
16765.0,0.0,16606.0
16721.0,0.0,16377.0
16597.0,0.0,16365.0
16468.0,0.0,16224.0
16287.0,0.0,16167.0
16091.0,0.0,16113.0
15888.0,0.0,16134.0
15803.0,0.0,16310.0
16546.0,0.0,17013.0
16877.0,0.0,17321.0
16580.0,0.0,17159.0
16369.0,0.0,16847.0
16227.0,0.0,16369.0
15318.0,0.0,15488.0
14434.0,0.0,14636.0
13655.0,0.0,13823.0
13368.0,0.0,13493.0
13192.0,0.0,13245.0
13118.0,0.0,13201.0
13221.0,0.0,13382.0
13611.0,0.0,14232.0
14192.0,0.0,15727.0
14701.0,0.0,16515.0
15171.0,0.0,16697.0
15406.0,0.0,16765.0
15375.0,0.0,16721.0
15012.0,0.0,16597.0
14598.0,0.0,16468.0
14279.0,0.0,16287.0
13829.0,0.0,16091.0
13780.0,0.0,15888.0
14022.0,0.0,15803.0
14996.0,0.0,16546.0
15634.0,0.0,16877.0
15679.0,0.0,16580.0
15587.0,0.0,16369.0
15399.0,0.0,16227.0
14835.0,0.0,15318.0
14257.0,0.0,14434.0
13754.0,0.0,13655.0
13528.0,0.0,13368.0
13497.0,0.0,13192.0
13572.0,0.0,13118.0
13681.0,0.0,13221.0
14001.0,0.0,13611.0
14490.0,0.0,14192.0
15050.0,0.0,14701.0
15337.0,0.0,15171.0
15186.0,0.0,15406.0
14614.0,0.0,15375.0
14250.0,0.0,15012.0
13986.0,0.0,14598.0
13659.0,0.0,14279.0
13365.0,0.0,13829.0
13241.0,0.0,13780.0
13570.0,0.0,14022.0
14811.0,0.0,14996.0
15629.0,0.0,15634.0
15877.0,0.0,15679.0
15870.0,0.0,15587.0
15649.0,0.0,15399.0
14996.0,0.0,14835.0
14470.0,0.0,14257.0
14126.0,0.0,13754.0
14036.0,0.0,13528.0
14060.0,0.0,13497.0
14252.0,0.0,13572.0
14747.0,0.0,13681.0
15767.0,0.0,14001.0
17495.0,0.0,14490.0
18161.0,0.0,15050.0
17962.0,0.0,15337.0
17580.0,0.0,15186.0
17167.0,0.0,14614.0
16659.0,0.0,14250.0
16276.0,0.0,13986.0
15959.0,0.0,13659.0
15681.0,0.0,13365.0
15497.0,0.0,13241.0
15723.0,0.0,13570.0
16714.0,0.0,14811.0
17269.0,0.0,15629.0
17344.0,0.0,15877.0
17159.0,0.0,15870.0
16677.0,0.0,15649.0
15726.0,0.0,14996.0
14877.0,0.0,14470.0
14221.0,0.0,14126.0
13842.0,0.0,14036.0
13705.0,0.0,14060.0
13668.0,0.0,14252.0
13992.0,0.0,14747.0
14773.0,0.0,15767.0
16390.0,0.0,17495.0
17175.0,0.0,18161.0
17039.0,0.0,17962.0
16959.0,0.0,17580.0
16830.0,0.0,17167.0
16452.0,0.0,16659.0
16347.0,0.0,16276.0
16168.0,0.0,15959.0
15926.0,0.0,15681.0
15732.0,0.0,15497.0
16016.0,0.0,15723.0
16783.0,0.0,16714.0
17161.0,0.0,17269.0
16963.0,0.0,17344.0
16707.0,0.0,17159.0
16130.0,0.0,16677.0
15351.0,0.0,15726.0
14269.0,0.0,14877.0
13547.0,0.0,14221.0
13224.0,0.0,13842.0
13090.0,0.0,13705.0
13047.0,0.0,13668.0
13301.0,0.0,13992.0
14090.0,0.0,14773.0
15790.0,0.0,16390.0
16594.0,0.0,17175.0
16440.0,0.0,17039.0
16345.0,0.0,16959.0
16251.0,0.0,16830.0
16072.0,0.0,16452.0
15924.0,0.0,16347.0
15832.0,0.0,16168.0
15697.0,0.0,15926.0
15714.0,0.0,15732.0
16072.0,0.0,16016.0
16773.0,0.0,16783.0
16899.0,0.0,17161.0
16782.0,0.0,16963.0
16479.0,0.0,16707.0
15967.0,0.0,16130.0
14929.0,0.0,15351.0
13910.0,0.0,14269.0
13181.0,0.0,13547.0
12655.0,0.0,13224.0
12660.0,0.0,13090.0
12555.0,0.0,13047.0
12811.0,0.0,13301.0
13625.0,0.0,14090.0
15270.0,0.0,15790.0
16160.0,0.0,16594.0
16119.0,0.0,16440.0
16052.0,0.0,16345.0
16219.0,0.0,16251.0
16074.0,0.0,16072.0
16003.0,0.0,15924.0
15873.0,0.0,15832.0
15771.0,0.0,15697.0
15650.0,0.0,15714.0
15839.0,0.0,16072.0
16542.0,0.0,16773.0
16822.0,0.0,16899.0
16630.0,0.0,16782.0
16303.0,0.0,16479.0
15802.0,0.0,15967.0
14799.0,0.0,14929.0
13771.0,0.0,13910.0
13089.0,0.0,13181.0
12652.0,0.0,12655.0
12381.0,0.0,12660.0
12318.0,0.0,12555.0
12559.0,0.0,12811.0
13303.0,0.0,13625.0
14939.0,0.0,15270.0
15854.0,0.0,16160.0
15842.0,0.0,16119.0
15958.0,0.0,16052.0
15965.0,0.0,16219.0
15806.0,0.0,16074.0
15712.0,0.0,16003.0
15628.0,0.0,15873.0
15444.0,0.0,15771.0
15192.0,0.0,15650.0
